TSIC,commodity code,product,unit,year,month,inventory,production,dom sale,export,total,thousand baht,month-end inv,capacity
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,1,"71,435","191,495","136,922","25,981","162,903","7,768,370","73,665","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,2,"73,665","182,708","136,485","24,079","160,564","7,593,424","70,565","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,3,"70,565","195,025","141,454","24,075","165,529","8,111,991","72,147","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,4,"72,147","170,763","131,212","25,286","156,497","7,660,435","62,873","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,5,"62,873","174,486","137,035","27,548","164,583","7,928,272","60,511","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,6,"60,511","195,613","144,057","24,620","168,677","7,828,841","62,677","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,7,"62,677","191,993","142,673","28,777","171,451","8,428,316","57,663","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,8,"57,663","192,922","146,512","27,864","174,376","8,392,765","58,915","236,150"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,9,"58,915","199,952","138,369","28,126","166,495","7,733,981","63,634","236,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,10,"63,634","217,614","149,642","32,382","182,023","8,482,680","68,190","236,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,11,"68,190","213,262","151,100","28,952","180,051","8,686,202","69,925","236,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2016,12,"69,925","208,657","152,160","30,797","182,958","9,700,314","65,809","236,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,1,"65,809","187,049","141,462","23,172","164,634","7,971,604","69,672","236,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,2,"69,672","177,657","143,407","22,543","165,950","8,652,934","64,151","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,3,"64,151","195,707","148,598","25,890","174,488","8,881,861","66,359","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,4,"66,359","163,516","128,048","25,673","153,721","7,629,370","60,024","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,5,"60,024","193,326","143,584","28,084","171,668","9,464,271","60,395","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,6,"60,395","188,797","142,345","25,391","167,736","8,309,330","61,109","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,7,"61,109","203,591","153,690","29,112","182,801","9,358,105","61,744","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,8,"61,744","204,693","152,476","28,203","180,680","9,374,923","64,227","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,9,"64,227","207,882","151,127","31,106","182,233","8,989,479","69,917","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,10,"69,917","197,157","146,814","29,699","176,514","8,598,097","70,348","242,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,11,"70,348","218,257","156,813","33,291","190,104","9,093,035","75,691","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2017,12,"75,691","215,738","158,182","33,713","191,894","8,529,800","75,983","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,1,"75,983","208,113","151,919","27,319","179,238","8,044,179","86,049","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,2,"86,049","199,241","147,939","29,904","177,843","7,825,849","86,417","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,3,"86,417","222,998","165,201","32,763","197,964","8,670,208","89,414","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,4,"89,414","173,500","130,841","28,909","159,750","7,463,206","86,279","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,5,"86,279","210,160","154,057","33,760","187,816","8,692,825","88,485","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,6,"88,485","203,077","151,301","34,929","186,230","8,873,089","88,191","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,7,"88,191","198,756","146,552","32,760","179,312","8,700,808","89,978","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,8,"89,978","204,895","152,787","35,042","187,830","9,462,262","88,367","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,9,"88,367","207,169","148,587","34,716","183,303","9,029,396","94,238","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,10,"94,238","212,339","149,832","34,744","184,575","8,936,296","100,576","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,11,"100,576","209,022","150,486","37,412","187,898","9,043,202","101,671","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2018,12,"101,671","185,388","143,266","34,268","177,534","8,650,031","89,124","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,1,"89,124","197,568","151,933","26,922","178,854","7,969,213","95,063","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,2,"95,063","188,530","140,861","35,024","175,885","8,274,292","92,814","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,3,"92,814","208,265","155,669","38,859","194,528","9,503,236","92,165","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,4,"92,165","181,087","142,754","30,039","172,793","8,385,389","85,335","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,5,"85,335","196,773","148,776","38,254","187,031","9,447,421","78,926","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,6,"78,926","187,872","146,741","33,581","180,321","8,954,412","78,012","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,7,"78,012","202,004","158,432","29,737","188,169","9,162,892","77,009","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,8,"77,009","213,492","160,534","35,991","196,525","9,697,872","75,160","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,9,"75,160","209,861","153,398","34,638","188,036","8,975,084","82,746","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,10,"82,746","217,716","155,647","32,344","187,991","8,598,545","97,969","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,11,"97,969","218,371","156,351","39,407","195,758","9,393,246","103,906","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2019,12,"103,906","202,298","153,755","38,395","192,150","9,367,475","104,213","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,1,"104,213","204,236","149,340","32,508","181,849","8,500,242","112,438","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,2,"112,438","207,021","149,095","37,659","186,754","8,857,058","111,063","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,3,"111,063","209,721","146,957","40,203","187,160","8,963,341","117,477","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,4,"117,477","190,533","129,212","33,768","162,980","7,608,366","124,686","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,5,"124,686","200,788","149,972","42,732","192,705","8,489,113","117,806","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,6,"117,806","197,075","141,351","33,922","175,273","7,862,037","120,634","243,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,7,"120,634","196,845","146,993","29,337","176,330","8,132,053","117,854","248,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,8,"117,854","205,410","152,870","34,303","187,173","8,836,538","116,287","248,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,9,"116,287","203,650","150,489","32,852","183,341","8,193,151","118,197","248,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,10,"118,197","212,582","159,547","40,571","200,119","9,399,395","100,482","248,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,11,"100,482","223,798","163,007","36,765","199,772","8,964,782","98,688","248,840"
10120,010,เนื้อไก่แช่แข็งและแช่เย็น,ตัน,2020,12,"98,688","212,758","161,630","34,624","196,254","8,567,073","81,998","248,840"
10131,010,แฮม,ตัน,2016,1,72,391,365,0,365,"47,943",99,929
10131,010,แฮม,ตัน,2016,2,99,386,401,0,401,"53,748",84,929
10131,010,แฮม,ตัน,2016,3,84,479,476,0,476,"80,318",87,929
10131,010,แฮม,ตัน,2016,4,87,404,418,0,418,"70,275",73,929
10131,010,แฮม,ตัน,2016,5,73,303,303,0,303,"55,135",73,929
10131,010,แฮม,ตัน,2016,6,73,338,343,0,343,"58,232",68,929
10131,010,แฮม,ตัน,2016,7,68,349,350,0,350,"60,085",66,929
10131,010,แฮม,ตัน,2016,8,66,376,375,0,375,"64,300",67,929
10131,010,แฮม,ตัน,2016,9,67,321,322,0,322,"56,557",60,929
10131,010,แฮม,ตัน,2016,10,60,349,334,0,334,"60,545",68,929
10131,010,แฮม,ตัน,2016,11,68,348,335,0,335,"59,101",76,929
10131,010,แฮม,ตัน,2016,12,76,477,477,0,477,"82,374",67,929
10131,010,แฮม,ตัน,2017,1,67,357,347,0,347,"62,245",71,929
10131,010,แฮม,ตัน,2017,2,71,389,387,0,387,"66,997",67,929
10131,010,แฮม,ตัน,2017,3,67,448,411,0,411,"72,187",96,929
10131,010,แฮม,ตัน,2017,4,96,335,329,0,329,"58,625",91,929
10131,010,แฮม,ตัน,2017,5,91,336,327,0,327,"57,562",90,929
10131,010,แฮม,ตัน,2017,6,90,308,297,0,297,"52,083",91,929
10131,010,แฮม,ตัน,2017,7,91,321,318,0,318,"55,273",91,929
10131,010,แฮม,ตัน,2017,8,91,344,348,0,348,"59,342",85,929
10131,010,แฮม,ตัน,2017,9,85,339,309,0,309,"53,317",107,929
10131,010,แฮม,ตัน,2017,10,107,301,310,0,310,"53,947",89,929
10131,010,แฮม,ตัน,2017,11,89,392,340,0,340,"58,334",129,929
10131,010,แฮม,ตัน,2017,12,129,350,385,0,385,"68,653",92,929
10131,010,แฮม,ตัน,2018,1,92,312,307,0,307,"53,244",83,929
10131,010,แฮม,ตัน,2018,2,83,325,326,0,326,"56,271",82,929
10131,010,แฮม,ตัน,2018,3,82,452,435,0,435,"70,024",99,929
10131,010,แฮม,ตัน,2018,4,99,302,310,0,310,"54,599",90,929
10131,010,แฮม,ตัน,2018,5,90,294,294,0,294,"53,117",90,929
10131,010,แฮม,ตัน,2018,6,90,291,297,0,297,"50,676",84,929
10131,010,แฮม,ตัน,2018,7,84,305,306,0,306,"54,243",83,929
10131,010,แฮม,ตัน,2018,8,83,318,305,0,305,"53,047",96,929
10131,010,แฮม,ตัน,2018,9,96,284,278,0,278,"46,790",102,929
10131,010,แฮม,ตัน,2018,10,102,302,301,0,301,"50,678",103,929
10131,010,แฮม,ตัน,2018,11,103,333,326,0,326,"53,316",111,929
10131,010,แฮม,ตัน,2018,12,111,360,374,0,374,"61,207",97,929
10131,010,แฮม,ตัน,2019,1,97,305,304,0,304,"50,862",98,929
10131,010,แฮม,ตัน,2019,2,98,320,321,0,321,"53,273",97,929
10131,010,แฮม,ตัน,2019,3,97,381,381,0,381,"57,064",97,929
10131,010,แฮม,ตัน,2019,4,97,328,332,0,332,"53,518",93,929
10131,010,แฮม,ตัน,2019,5,93,326,346,0,346,"57,688",78,929
10131,010,แฮม,ตัน,2019,6,78,271,310,0,310,"52,972",73,929
10131,010,แฮม,ตัน,2019,7,73,291,347,0,347,"59,788",59,929
10131,010,แฮม,ตัน,2019,8,59,324,354,0,354,"62,715",68,929
10131,010,แฮม,ตัน,2019,9,68,268,306,0,306,"54,814",66,929
10131,010,แฮม,ตัน,2019,10,66,338,372,0,372,"67,173",69,929
10131,010,แฮม,ตัน,2019,11,69,387,429,0,429,"77,546",74,929
10131,010,แฮม,ตัน,2019,12,74,422,453,0,453,"80,607",92,929
10131,010,แฮม,ตัน,2020,1,92,314,390,0,390,"64,951",55,929
10131,010,แฮม,ตัน,2020,2,55,305,325,0,325,"58,614",76,929
10131,010,แฮม,ตัน,2020,3,76,337,406,0,406,"75,767",60,929
10131,010,แฮม,ตัน,2020,4,60,295,331,0,331,"59,997",55,929
10131,010,แฮม,ตัน,2020,5,55,276,313,0,313,"58,173",62,929
10131,010,แฮม,ตัน,2020,6,62,260,301,0,301,"54,963",62,929
10131,010,แฮม,ตัน,2020,7,62,222,281,0,281,"53,602",49,929
10131,010,แฮม,ตัน,2020,8,49,257,261,0,261,"45,626",49,929
10131,010,แฮม,ตัน,2020,9,49,282,280,0,280,"51,181",60,929
10131,010,แฮม,ตัน,2020,10,60,305,280,0,280,"49,613",53,929
10131,010,แฮม,ตัน,2020,11,53,258,254,0,254,"45,221",70,929
10131,010,แฮม,ตัน,2020,12,70,312,321,0,321,"60,065",78,929
10131,020,เบคอน,ตัน,2016,1,62,295,259,0,259,"50,862",98,615
10131,020,เบคอน,ตัน,2016,2,98,305,334,0,334,"65,979",69,615
10131,020,เบคอน,ตัน,2016,3,69,390,380,0,380,"75,952",79,615
10131,020,เบคอน,ตัน,2016,4,79,337,347,0,347,"67,311",69,615
10131,020,เบคอน,ตัน,2016,5,69,258,244,0,244,"50,044",83,615
10131,020,เบคอน,ตัน,2016,6,83,292,290,0,290,"55,050",85,615
10131,020,เบคอน,ตัน,2016,7,85,334,341,0,341,"66,045",79,615
10131,020,เบคอน,ตัน,2016,8,79,339,344,0,344,"66,603",74,615
10131,020,เบคอน,ตัน,2016,9,74,280,272,0,272,"53,329",82,615
10131,020,เบคอน,ตัน,2016,10,82,279,311,0,311,"60,470",50,615
10131,020,เบคอน,ตัน,2016,11,50,306,289,0,289,"57,051",66,615
10131,020,เบคอน,ตัน,2016,12,66,390,401,0,401,"78,974",56,615
10131,020,เบคอน,ตัน,2017,1,56,321,329,0,329,"64,194",47,615
10131,020,เบคอน,ตัน,2017,2,47,311,309,0,309,"60,523",48,615
10131,020,เบคอน,ตัน,2017,3,48,327,321,0,321,"63,297",55,615
10131,020,เบคอน,ตัน,2017,4,55,328,320,0,320,"60,779",63,615
10131,020,เบคอน,ตัน,2017,5,63,272,267,0,267,"52,044",68,615
10131,020,เบคอน,ตัน,2017,6,68,275,281,0,281,"54,247",62,615
10131,020,เบคอน,ตัน,2017,7,62,273,273,0,273,"53,379",61,615
10131,020,เบคอน,ตัน,2017,8,61,292,292,0,292,"56,816",61,615
10131,020,เบคอน,ตัน,2017,9,61,311,296,0,296,"56,045",76,615
10131,020,เบคอน,ตัน,2017,10,76,304,299,0,299,"56,533",82,615
10131,020,เบคอน,ตัน,2017,11,82,298,290,0,290,"56,340",89,615
10131,020,เบคอน,ตัน,2017,12,89,392,404,0,404,"79,395",78,615
10131,020,เบคอน,ตัน,2018,1,78,318,314,0,314,"62,387",82,615
10131,020,เบคอน,ตัน,2018,2,82,341,329,0,329,"64,135",95,615
10131,020,เบคอน,ตัน,2018,3,95,404,397,0,397,"74,213",102,615
10131,020,เบคอน,ตัน,2018,4,102,334,340,0,340,"65,306",96,615
10131,020,เบคอน,ตัน,2018,5,96,310,310,0,310,"59,828",96,615
10131,020,เบคอน,ตัน,2018,6,96,335,326,0,326,"58,574",105,615
10131,020,เบคอน,ตัน,2018,7,105,299,306,0,306,"58,776",98,615
10131,020,เบคอน,ตัน,2018,8,98,362,349,0,349,"61,560",110,615
10131,020,เบคอน,ตัน,2018,9,110,311,306,0,306,"53,049",115,615
10131,020,เบคอน,ตัน,2018,10,115,316,331,0,331,"59,448",101,615
10131,020,เบคอน,ตัน,2018,11,101,364,372,0,372,"65,855",93,615
10131,020,เบคอน,ตัน,2018,12,93,414,450,0,450,"81,318",56,615
10131,020,เบคอน,ตัน,2019,1,56,358,358,0,358,"64,162",55,615
10131,020,เบคอน,ตัน,2019,2,55,360,357,0,357,"66,412",58,615
10131,020,เบคอน,ตัน,2019,3,58,401,385,0,385,"69,806",75,615
10131,020,เบคอน,ตัน,2019,4,75,363,377,0,377,"70,030",61,615
10131,020,เบคอน,ตัน,2019,5,61,358,337,0,337,"61,432",82,615
10131,020,เบคอน,ตัน,2019,6,82,322,301,0,301,"55,052",103,615
10131,020,เบคอน,ตัน,2019,7,103,334,349,0,349,"67,920",89,615
10131,020,เบคอน,ตัน,2019,8,89,336,324,0,324,"65,060",101,615
10131,020,เบคอน,ตัน,2019,9,101,304,300,0,300,"59,242",105,615
10131,020,เบคอน,ตัน,2019,10,105,311,326,0,326,"66,414",90,615
10131,020,เบคอน,ตัน,2019,11,90,347,342,0,342,"68,488",95,615
10131,020,เบคอน,ตัน,2019,12,95,406,448,0,448,"91,179",53,615
10131,020,เบคอน,ตัน,2020,1,53,360,357,0,357,"70,972",55,615
10131,020,เบคอน,ตัน,2020,2,55,341,332,0,332,"66,939",64,615
10131,020,เบคอน,ตัน,2020,3,64,341,359,0,359,"74,703",45,615
10131,020,เบคอน,ตัน,2020,4,45,299,308,0,308,"65,681",37,615
10131,020,เบคอน,ตัน,2020,5,37,307,298,0,298,"62,534",45,615
10131,020,เบคอน,ตัน,2020,6,45,271,268,0,268,"56,335",48,615
10131,020,เบคอน,ตัน,2020,7,48,290,286,0,286,"59,123",52,615
10131,020,เบคอน,ตัน,2020,8,52,284,287,0,287,"58,546",49,615
10131,020,เบคอน,ตัน,2020,9,49,271,274,0,274,"57,260",46,615
10131,020,เบคอน,ตัน,2020,10,46,291,267,0,267,"54,865",69,615
10131,020,เบคอน,ตัน,2020,11,69,297,287,0,287,"58,610",79,615
10131,020,เบคอน,ตัน,2020,12,79,378,418,0,418,"87,542",40,615
10132,010,ไส้กรอก,ตัน,2016,1,320,"3,516","3,243",130,"3,373","323,539",468,"5,400"
10132,010,ไส้กรอก,ตัน,2016,2,468,"3,360","3,286",161,"3,447","345,359",392,"5,400"
10132,010,ไส้กรอก,ตัน,2016,3,392,"3,635","3,431",163,"3,594","365,735",447,"5,400"
10132,010,ไส้กรอก,ตัน,2016,4,447,"3,651","3,444",179,"3,623","365,419",487,"5,400"
10132,010,ไส้กรอก,ตัน,2016,5,487,"3,343","3,187",189,"3,376","336,866",465,"5,400"
10132,010,ไส้กรอก,ตัน,2016,6,465,"3,311","3,179",147,"3,326","315,367",456,"5,400"
10132,010,ไส้กรอก,ตัน,2016,7,456,"3,224","3,139",129,"3,269","327,540",415,"5,400"
10132,010,ไส้กรอก,ตัน,2016,8,415,"3,376","3,235",155,"3,390","340,082",414,"5,400"
10132,010,ไส้กรอก,ตัน,2016,9,414,"3,407","2,452",215,"2,667","280,902",474,"5,400"
10132,010,ไส้กรอก,ตัน,2016,10,474,"3,148","2,226",258,"2,484","267,289",437,"5,400"
10132,010,ไส้กรอก,ตัน,2016,11,437,"3,531","2,458",213,"2,671","281,207",499,"5,400"
10132,010,ไส้กรอก,ตัน,2016,12,499,"3,910","2,909",204,"3,113","329,732",425,"5,400"
10132,010,ไส้กรอก,ตัน,2017,1,425,"3,543","2,580",217,"2,797","293,266",380,"5,400"
10132,010,ไส้กรอก,ตัน,2017,2,380,"3,399","2,435",213,"2,648","283,471",426,"5,400"
10132,010,ไส้กรอก,ตัน,2017,3,426,"3,783","2,523",273,"2,796","306,152",546,"5,400"
10132,010,ไส้กรอก,ตัน,2017,4,546,"3,402","2,459",172,"2,632","271,309",577,"5,400"
10132,010,ไส้กรอก,ตัน,2017,5,577,"3,215","2,415",258,"2,672","278,111",523,"5,400"
10132,010,ไส้กรอก,ตัน,2017,6,523,"3,152","2,371",215,"2,586","262,269",496,"5,400"
10132,010,ไส้กรอก,ตัน,2017,7,496,"3,234","2,419",212,"2,631","268,700",530,"5,400"
10132,010,ไส้กรอก,ตัน,2017,8,530,"3,313","2,556",218,"2,774","289,449",523,"5,400"
10132,010,ไส้กรอก,ตัน,2017,9,523,"3,044","2,262",215,"2,477","259,728",555,"5,400"
10132,010,ไส้กรอก,ตัน,2017,10,555,"2,981","2,239",285,"2,524","260,761",528,"5,400"
10132,010,ไส้กรอก,ตัน,2017,11,528,"3,371","2,500",225,"2,725","281,115",602,"5,400"
10132,010,ไส้กรอก,ตัน,2017,12,602,"3,571","2,916",203,"3,119","332,276",431,"5,400"
10132,010,ไส้กรอก,ตัน,2018,1,431,"3,389","2,581",188,"2,770","286,856",522,"5,400"
10132,010,ไส้กรอก,ตัน,2018,2,522,"3,031","2,417",191,"2,608","264,626",490,"5,400"
10132,010,ไส้กรอก,ตัน,2018,3,490,"3,380","2,562",274,"2,835","299,717",533,"5,400"
10132,010,ไส้กรอก,ตัน,2018,4,533,"3,206","2,454",194,"2,648","276,795",536,"5,400"
10132,010,ไส้กรอก,ตัน,2018,5,536,"3,092","2,393",298,"2,691","282,164",444,"5,400"
10132,010,ไส้กรอก,ตัน,2018,6,444,"3,153","2,492",179,"2,671","288,347",454,"5,400"
10132,010,ไส้กรอก,ตัน,2018,7,454,"3,079","2,464",215,"2,679","290,243",395,"5,400"
10132,010,ไส้กรอก,ตัน,2018,8,395,"3,319","2,674",153,"2,827","293,264",441,"5,400"
10132,010,ไส้กรอก,ตัน,2018,9,441,"3,176","2,528",203,"2,731","281,179",458,"5,400"
10132,010,ไส้กรอก,ตัน,2018,10,458,"3,136","2,428",259,"2,687","288,740",473,"5,400"
10132,010,ไส้กรอก,ตัน,2018,11,473,"3,395","2,670",218,"2,888","298,963",537,"5,400"
10132,010,ไส้กรอก,ตัน,2018,12,537,"3,455","2,995",211,"3,206","336,877",376,"5,450"
10132,010,ไส้กรอก,ตัน,2019,1,376,"3,255","2,635",159,"2,794","299,956",417,"5,450"
10132,010,ไส้กรอก,ตัน,2019,2,417,"3,148","2,483",236,"2,719","291,167",440,"5,450"
10132,010,ไส้กรอก,ตัน,2019,3,440,"3,321","2,658",257,"2,915","315,182",431,"5,450"
10132,010,ไส้กรอก,ตัน,2019,4,431,"3,172","2,625",173,"2,797","293,432",398,"5,450"
10132,010,ไส้กรอก,ตัน,2019,5,398,"3,443","3,957",233,"4,190","402,873",575,"5,450"
10132,010,ไส้กรอก,ตัน,2019,6,575,"3,186","3,919",200,"4,119","394,660",582,"5,450"
10132,010,ไส้กรอก,ตัน,2019,7,582,"3,366","4,238",232,"4,470","423,245",542,"5,450"
10132,010,ไส้กรอก,ตัน,2019,8,542,"3,553","4,332",156,"4,488","436,608",645,"5,450"
10132,010,ไส้กรอก,ตัน,2019,9,645,"3,262","4,025",215,"4,239","430,566",632,"5,520"
10132,010,ไส้กรอก,ตัน,2019,10,632,"3,361","4,169",166,"4,335","446,228",651,"5,520"
10132,010,ไส้กรอก,ตัน,2019,11,651,"3,774","4,498",196,"4,694","493,040",672,"5,520"
10132,010,ไส้กรอก,ตัน,2019,12,672,"3,978","4,879",269,"5,148","547,070",576,"5,520"
10132,010,ไส้กรอก,ตัน,2020,1,576,"3,746","4,191",192,"4,383","441,274",668,"5,520"
10132,010,ไส้กรอก,ตัน,2020,2,668,"3,451","4,112",304,"4,416","447,245",617,"5,520"
10132,010,ไส้กรอก,ตัน,2020,3,617,"3,501","4,179",162,"4,340","450,089",546,"5,520"
10132,010,ไส้กรอก,ตัน,2020,4,546,"3,210","3,704",237,"3,941","404,646",663,"5,520"
10132,010,ไส้กรอก,ตัน,2020,5,663,"3,299","3,919",212,"4,131","412,871",672,"5,520"
10132,010,ไส้กรอก,ตัน,2020,6,672,"3,443","4,094",321,"4,415","455,627",550,"5,770"
10132,010,ไส้กรอก,ตัน,2020,7,550,"3,615","4,340",193,"4,533","452,694",547,"5,770"
10132,010,ไส้กรอก,ตัน,2020,8,547,"3,223","3,746",249,"3,995","401,044",652,"5,770"
10132,010,ไส้กรอก,ตัน,2020,9,652,"2,766","3,403",212,"3,614","377,468",637,"5,770"
10132,010,ไส้กรอก,ตัน,2020,10,637,"2,848","3,482",261,"3,743","390,236",603,"5,770"
10132,010,ไส้กรอก,ตัน,2020,11,603,"2,704","3,340",231,"3,571","362,090",664,"5,770"
10132,010,ไส้กรอก,ตัน,2020,12,664,"3,054","4,153",238,"4,391","456,683",510,"5,770"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,1,"7,566","15,472","2,696","12,587","15,283","2,311,521","7,666","22,900"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,2,"7,666","14,893","2,823","12,343","15,165","2,252,884","7,700","22,900"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,3,"7,700","16,359","3,010","13,453","16,463","2,434,642","7,698","22,900"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,4,"7,698","14,434","2,795","11,876","14,671","2,159,665","7,646","22,900"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,5,"7,646","15,997","3,012","13,546","16,558","2,474,300","7,333","22,900"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,6,"7,333","16,279","2,690","12,724","15,413","2,350,684","8,214","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,7,"8,214","16,219","2,688","13,996","16,684","2,523,256","7,813","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,8,"7,813","16,894","2,484","14,195","16,680","2,534,581","7,866","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,9,"7,866","16,248","2,350","13,566","15,916","2,337,580","8,224","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,10,"8,224","17,778","2,624","15,202","17,826","2,650,305","8,013","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,11,"8,013","16,373","2,513","13,011","15,524","2,287,271","8,723","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2016,12,"8,723","16,357","2,617","14,894","17,511","2,518,438","7,076","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,1,"7,076","14,577","2,206","12,280","14,486","2,122,662","7,231","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,2,"7,231","15,488","3,337","10,776","14,113","2,054,952","8,412","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,3,"8,412","17,791","2,745","15,159","17,904","2,596,241","8,093","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,4,"8,093","15,085","2,447","13,655","16,103","2,322,579","7,159","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,5,"7,159","17,580","2,574","14,867","17,442","2,564,583","6,906","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,6,"6,906","16,982","2,258","14,547","16,805","2,545,811","6,752","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,7,"6,752","16,796","2,422","13,988","16,410","2,415,846","7,241","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,8,"7,241","16,817","2,464","13,382","15,847","2,270,060","7,862","23,150"
10139,010,เนื้อไก่สุกปรุงรส,ตัน,2017,9,"7,862","18,215","3,071","14,531","17,602","2,525,749","8,220","23,150"
